Metric,Dec.  2020,Dec.  2019,Dec.  2018,Company,cik_str,0,1,2,Sep.  2020,Jun.  2020,Mar.  2020,Sep.  2019,Jun.  2019,Mar.  2019,Jul.  2021,Jul.  2020,Jul.  2019,Jun.  2021,Oct.  2021,Oct.  2020,Jan.  2021,Sep.  2021,Oct.  2019,Mar.  2021,Nov.  2020,Aug.  2020,Feb.  2020,Nov.  2019,Aug.  2019,May  2020,May  2019,Feb.  2019,Jan.  2020,Jun.  2018,May  2021,Nov.  2018,Apr.  2021,Apr.  2020,Apr.  2019,Jan.  2019,"Dec.  2020 
Trade_Names 
metropolitan_area 
segment","Dec.  2020 
USD ($) 
$ ","Dec.  2019 
USD ($) 
$ ","Dec.  2018 
USD ($) 
$ ",3,"Mar.  2021 
USD ($)",Sep.  2018,"Dec.  2020 
USD ($) 
mi","Sep.  2020 
USD ($)","Jun.  2020 
USD ($)","Mar.  2020 
USD ($)","Dec.  2019 
USD ($)","Sep.  2019 
USD ($)","Jun.  2019 
USD ($)","Mar.  2019 
USD ($)","Dec.  2020 
USD ($) 
segment 
mi","Dec.  2018 
USD ($)",Aug.  2021,Feb.  2021
,,,,ON SEMICONDUCTOR CORP (Filer) , 0001097864,Capitalizationofresearchanddevelopmentexpenses,90700000.0,42700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,8542242000.0,10164367000.0,12593196000.0,ONEOK INC /NEW/ (Filer) , 0001039684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,8542242000.0,10164367000.0,12593196000.0,ONEOK INC /NEW/ (Filer) , 0001039684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,8542242000.0,10164367000.0,12593196000.0,ONEOK INC /NEW/ (Filer) , 0001039684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,8542242000.0,10164367000.0,12593196000.0,ONEOK INC /NEW/ (Filer) , 0001039684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federalresearchanddevelopmentcredit,,,,ORACLE CORP (Filer) , 0001341439,,,,,,,,,,,,,,,,,,,,,,,,,151000000,159000000,,,,169000000,,,,,,,,,,,,,,,,,,,,,,,,
,,,,ORACLE CORP (Filer) , 0001341439,Differencesintimingofrevenuerecognition,547000000,524000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,12756000000.0,13118000000.0,12915000000.0,Otis Worldwide Corp (Filer) , 0001781335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,18728500000.0,25599700000.0,23495700000.0,PACCAR INC (Filer) , 0000075362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossarisingduringtheperiod,-132400000.0,-74800000.0,-114000000.0,PACCAR INC (Filer) , 0000075362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossarisingduringtheperiod,-132400000.0,-74800000.0,-114000000.0,PACCAR INC (Filer) , 0000075362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossarisingduringtheperiod,-132400000.0,-74800000.0,-114000000.0,PACCAR INC (Filer) , 0000075362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossarisingduringtheperiod,-132400000.0,-74800000.0,-114000000.0,PACCAR INC (Filer) , 0000075362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Researchanddevelopmenttaxcredit,-1.4,-0.9,-0.8,PACCAR INC (Filer) , 0000075362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,6658200000,6964300000,7014600000,PACKAGING CORP OF AMERICA (Filer) , 0000075677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,6658200000,6964300000,7014600000,PACKAGING CORP OF AMERICA (Filer) , 0000075677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,6658200000,6964300000,7014600000,PACKAGING CORP OF AMERICA (Filer) , 0000075677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,Palo Alto Networks Inc (Filer) , 0001327567,,,,,,,,,,4256100000.0000005,3408400000.0,2899600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netloss,,,,Palo Alto Networks Inc (Filer) , 0001327567,,,,,,,,,,-498900000.0,-267000000.0,-81900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netloss,,,,Palo Alto Networks Inc (Filer) , 0001327567,,,,,,,,,,-498900000.0,-267000000.0,-81900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netloss,,,,Palo Alto Networks Inc (Filer) , 0001327567,,,,,,,,,,-498900000.0,-267000000.0,-81900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Palo Alto Networks Inc (Filer) , 0001327567,Deferredrevenue,364900000.0,272500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,25285000000,26998000000,26425000000,ViacomCBS Inc. (Filer) , 0000813828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,25285000000,26998000000,26425000000,ViacomCBS Inc. (Filer) , 0000813828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,25285000000,26998000000,26425000000,ViacomCBS Inc. (Filer) , 0000813828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalservicerevenue,,,,PAYCHEX INC (Filer) , 0000723531,,,,,,,,,,,,,,,,,,,,,,,,,3953600000.0,3691900000.0,,,,3997500000.0,,,,,,,,,,,,,,,,,,,,,,,,
Totalservicerevenue,,,,PAYCHEX INC (Filer) , 0000723531,,,,,,,,,,,,,,,,,,,,,,,,,3953600000.0,3691900000.0,,,,3997500000.0,,,,,,,,,,,,,,,,,,,,,,,,
Totalservicerevenue,,,,PAYCHEX INC (Filer) , 0000723531,,,,,,,,,,,,,,,,,,,,,,,,,3953600000.0,3691900000.0,,,,3997500000.0,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PAYCHEX INC (Filer) , 0000723531,Revenuenotsubjecttocurrenttaxes,1900000.0,3700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,841434000,737671000,566336000,"Paycom Software, Inc. (Filer) ", 0001590955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,21454000000,17772000000,15451000000,"PayPal Holdings, Inc. (Filer) ", 0001633917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrevenues,6116000000.0,4961000000.0,15451000000,"PayPal Holdings, Inc. (Filer) ", 0001633917,,,,5459000000.0,5261000000.0,4618000000.0,4378000000.0,4305000000.0,4128000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,88000000,197000000,168000000,"PayPal Holdings, Inc. (Filer) ", 0001633917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,88000000,197000000,168000000,"PayPal Holdings, Inc. (Filer) ", 0001633917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetRevenue,70372000000,67161000000,64661000000,PEPSICO INC (Filer) , 0000077476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reclassificationofnetlossestonetincomepre-taxamount,-116000000.0,14000000.0,111000000.0,PEPSICO INC (Filer) , 0000077476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reclassificationofnetlossestonetincomepre-taxamount,-116000000.0,14000000.0,111000000.0,PEPSICO INC (Filer) , 0000077476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reclassificationofnetlossestonetincomepre-taxamount,-116000000.0,14000000.0,111000000.0,PEPSICO INC (Filer) , 0000077476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totaloperatingrevenues,18469000000.0,17129000000.0,16759000000.0,PACIFIC GAS & ELECTRIC Co (Filer) , 0000075488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetLoss,-1304000000,-7642000000,-6837000000,PACIFIC GAS & ELECTRIC Co (Filer) , 0000075488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,39000000.0,82000000.0,76000000.0,PACIFIC GAS & ELECTRIC Co (Filer) , 0000075488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenuesincludingexcisetaxes,76047000000,77921000000,79823000000,Philip Morris International Inc. (Filer) , 0001413329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amortizationofnetlossespriorservicecostsandnettransitioncostsand-Gainslossestransferredtoearnings-deconsolidationofRBHnetofincometaxes,299000000,243000000,218000000,Philip Morris International Inc. (Filer) , 0001413329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incometaxesonnetlossesandpriorservicecosts,139000000,247000000,65000000,Philip Morris International Inc. (Filer) , 0001413329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incometaxpenaltiesandinterestincome-expenserecognized,-1000000,-4000000,4000000,Philip Morris International Inc. (Filer) , 0001413329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incometaxpenaltiesandinterestincome-expenserecognized,-1000000,-4000000,4000000,Philip Morris International Inc. (Filer) , 0001413329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salesandotheroperatingrevenues,64129000000,107293000000,111461000000,Phillips 66 (Filer) , 0001534701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPERATINGREVENUES-NOTE2,3586982000,3471209000,3691247000,ARIZONA PUBLIC SERVICE CO (Filer) , 0000007286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,6685000000.0,9325000000.0,9415000000.0,PIONEER NATURAL RESOURCES CO (Filer) , 0001038357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,6685000000.0,9325000000.0,9415000000.0,PIONEER NATURAL RESOURCES CO (Filer) , 0001038357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,6685000000.0,9325000000.0,9415000000.0,PIONEER NATURAL RESOURCES CO (Filer) , 0001038357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netlossattributabletononcontrollinginterests,0.0,0.0,3000000.0,PIONEER NATURAL RESOURCES CO (Filer) , 0001038357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalinterestincome,11307000000,13762000000,12582000000,"PNC FINANCIAL SERVICES GROUP, INC. (Filer) ", 0000713676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalinterestincome,11307000000,13762000000,12582000000,"PNC FINANCIAL SERVICES GROUP, INC. (Filer) ", 0000713676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noninterestincome,5777000000.0,988000000.0,942000000.0,"PNC FINANCIAL SERVICES GROUP, INC. (Filer) ", 0000713676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Loansinterestincome,8927000000.0,10525000000.0,9580000000.0,"PNC FINANCIAL SERVICES GROUP, INC. (Filer) ", 0000713676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interestincome,38000000,169000000,147000000,"PNC FINANCIAL SERVICES GROUP, INC. (Filer) ", 0000713676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,3936623000,3199517000,2998097000,POOL CORP (Filer) , 0000945841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,13834000000,15146000000,15374000000,PPG INDUSTRIES INC (Filer) , 0000079879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netsales,13834000000,15146000000,15374000000,PPG INDUSTRIES INC (Filer) , 0000079879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingRevenues,7607000000,7769000000,7785000000,KENTUCKY UTILITIES CO (Filer) , 0000055387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingRevenues,7607000000,7769000000,7785000000,KENTUCKY UTILITIES CO (Filer) , 0000055387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,3765100000.0,4047200000.0,14237200000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,3310700000.0,3114600000.0,4551300000.0,4458400000.0,3972600000.0,3743900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealizedgains-lossesonavailable-for-salesecurities,1376500000.0,2616100000.0,-1529600000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealizedgains-lossesonavailable-for-salesecurities,1376500000.0,2616100000.0,-1529600000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealizedgains-lossesonavailable-for-salesecurities,1376500000.0,2616100000.0,-1529600000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealizedgains-lossesonavailable-for-salesecurities,1376500000.0,2616100000.0,-1529600000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealizedgains-lossesonavailable-for-salesecurities,1376500000.0,2616100000.0,-1529600000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealizedgains-lossesonavailable-for-salesecurities,1376500000.0,2616100000.0,-1529600000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realestateheldforsale,2000000.0,169800000.0,,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Realestateheldforsale,2000000.0,169800000.0,,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,3765100000.0,4047200000.0,14237200000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,3310700000.0,3114600000.0,4551300000.0,4458400000.0,3972600000.0,3743900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,3765100000.0,4047200000.0,14237200000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,3310700000.0,3114600000.0,4551300000.0,4458400000.0,3972600000.0,3743900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,3765100000.0,4047200000.0,14237200000.0,PRINCIPAL FINANCIAL GROUP INC (Filer) , 0001126328,,,,3310700000.0,3114600000.0,4551300000.0,4458400000.0,3972600000.0,3743900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossSecuritiesAvailable-for-saleAdjustmentafterTax,,,,PROCTER & GAMBLE Co (Filer) , 0000080424,,,,,-12000000,,,184000000,,,,,16000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossSecuritiesAvailable-for-saleTax,,,,PROCTER & GAMBLE Co (Filer) , 0000080424,,,,,-1000000,,,0,,,,,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossSecuritiesAvailable-for-saleTax,,,,PROCTER & GAMBLE Co (Filer) , 0000080424,,,,,-1000000,,,0,,,,,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossSecuritiesAvailable-for-saleTax,,,,PROCTER & GAMBLE Co (Filer) , 0000080424,,,,,-1000000,,,0,,,,,5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PROCTER & GAMBLE Co (Filer) , 0000080424,DeferredTaxLiabilitiesDeferredExpenseCapitalizedResearchandDevelopmentCosts,358000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PROCTER & GAMBLE Co (Filer) , 0000080424,DeferredTaxLiabilitiesDeferredExpenseCapitalizedResearchandDevelopmentCosts,358000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netrealizedgains-lossesonsecuritysales,914700000.0,334600000.0,170700000.0,PROGRESSIVE CORP/OH/ (Filer) , 0000080661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,42658100000.0,39022300000.0,31979000000.0,PROGRESSIVE CORP/OH/ (Filer) , 0000080661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossReclassificationAdjustmentfromAOCIforSaleofSecuritiesbeforeTax,810000000.0,232200000.0,-98300000.0,PROGRESSIVE CORP/OH/ (Filer) , 0000080661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossReclassificationAdjustmentfromAOCIforSaleofSecuritiesbeforeTax,810000000.0,232200000.0,-98300000.0,PROGRESSIVE CORP/OH/ (Filer) , 0000080661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncome-LossReclassificationAdjustmentfromAOCIforSaleofSecuritiesbeforeTax,810000000.0,232200000.0,-98300000.0,PROGRESSIVE CORP/OH/ (Filer) , 0000080661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,57033000000,64807000000,62992000000,PRUDENTIAL FINANCIAL INC (Filer) , 0001137774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,57033000000,64807000000,62992000000,PRUDENTIAL FINANCIAL INC (Filer) , 0001137774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,57033000000,64807000000,62992000000,PRUDENTIAL FINANCIAL INC (Filer) , 0001137774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,42964000000,11430000000,6264000000,PRUDENTIAL FINANCIAL INC (Filer) , 0001137774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saleofsubsidiary,277000000,4000000,10000000,PRUDENTIAL FINANCIAL INC (Filer) , 0001137774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,16029000000.0,19223000000.0,62992000000,PRUDENTIAL FINANCIAL INC (Filer) , 0001137774,,,,15425000000.0,12115000000.0,13464000000.0,15105000000.0,15388000000.0,15091000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,16029000000.0,19223000000.0,62992000000,PRUDENTIAL FINANCIAL INC (Filer) , 0001137774,,,,15425000000.0,12115000000.0,13464000000.0,15105000000.0,15388000000.0,15091000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,16029000000.0,19223000000.0,62992000000,PRUDENTIAL FINANCIAL INC (Filer) , 0001137774,,,,15425000000.0,12115000000.0,13464000000.0,15105000000.0,15388000000.0,15091000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Available-for-SaleSecuritiestax,-16000000,-26000000,11000000,PUBLIC SERVICE ELECTRIC & GAS CO (Filer) , 0000081033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Available-for-SaleSecuritiestax,-16000000,-26000000,11000000,PUBLIC SERVICE ELECTRIC & GAS CO (Filer) , 0000081033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Available-for-SaleSecuritiestax,-16000000,-26000000,11000000,PUBLIC SERVICE ELECTRIC & GAS CO (Filer) , 0000081033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,PTC INC. (Filer) , 0000857005,,,,1458415000,,,1255631000,,,,,,,,,,1807159000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,PTC INC. (Filer) , 0000857005,,,,1458415000,,,1255631000,,,,,,,,,,1807159000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,PTC INC. (Filer) , 0000857005,,,,1458415000,,,1255631000,,,,,,,,,,1807159000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federalresearchanddevelopmentcredits,,,,PTC INC. (Filer) , 0000857005,,,,-5483000.0,,,-3731000.0,,,,,,,,,,-5764000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federalresearchanddevelopmentcredits,,,,PTC INC. (Filer) , 0000857005,,,,-5483000.0,,,-3731000.0,,,,,,,,,,-5764000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,2915068000,2855108000,2759523000,Public Storage (Filer) , 0001393311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,2915068000,2855108000,2759523000,Public Storage (Filer) , 0001393311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,11036082000,10212957000,10188331000,PULTEGROUP INC/MI/ (Filer) , 0000822416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenue,,,,"Qorvo, Inc. (Filer) ", 0001604778,,,,,,3239141000,,,3090325000,,,,,,,,,,,,,,,,,,,,,,,4015307000,,,,,,,,,,,,,,,,,,,,,,
Unrealizedgainonavailable-for-saledebtsecurities,,,,"Qorvo, Inc. (Filer) ", 0001604778,,,,,,0,,,85000,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Unrealizedgainonavailable-for-saledebtsecurities,,,,"Qorvo, Inc. (Filer) ", 0001604778,,,,,,0,,,85000,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Unrealizedgainonavailable-for-saledebtsecurities,,,,"Qorvo, Inc. (Filer) ", 0001604778,,,,,,0,,,85000,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Unrealizedgainonavailable-for-saledebtsecurities,,,,"Qorvo, Inc. (Filer) ", 0001604778,,,,,,0,,,85000,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Revenues,11202672000,12112153000,11171423000,"QUANTA SERVICES, INC. (Filer) ", 0001050915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Revenues,11400807000,12844508000,11894866000,"QUANTA SERVICES, INC. (Filer) ", 0001050915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totalrevenues,,,,QUALCOMM INC/DE (Filer) , 0000804328,,,,23531000000,,,24273000000,,,,,,,,,,33566000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealized-lossesgainsoncertainavailable-for-salesecurities,,,,QUALCOMM INC/DE (Filer) , 0000804328,,,,22000000,,,-6000000,,,,,,,,,,-5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealized-lossesgainsoncertainavailable-for-salesecurities,,,,QUALCOMM INC/DE (Filer) , 0000804328,,,,22000000,,,-6000000,,,,,,,,,,-5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealized-lossesgainsoncertainavailable-for-salesecurities,,,,QUALCOMM INC/DE (Filer) , 0000804328,,,,22000000,,,-6000000,,,,,,,,,,-5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealized-lossesgainsoncertainavailable-for-salesecurities,,,,QUALCOMM INC/DE (Filer) , 0000804328,,,,22000000,,,-6000000,,,,,,,,,,-5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netunrealized-lossesgainsoncertainavailable-for-salesecurities,,,,QUALCOMM INC/DE (Filer) , 0000804328,,,,22000000,,,-6000000,,,,,,,,,,-5000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
